item_id,title,storage_type,shelf_life_days,can_freeze,frozen_shelf_life_days,perishability,confidence,notes
776846,10 x Sambuca,dry,90,False,,low,low,Vague item classified conservatively.
776876,10 x Pure lakrids shots,ambient,365,False,,low,high,Alcohol has very long shelf life.
776886,10 x små shots,ambient,365,False,,low,high,Alcohol has very long shelf life.
776968,Underberg,ambient,365,False,,low,high,Alcohol has very long shelf life.
777880,Danskevand,ambient,365,False,,low,high,Non-perishable beverages.
780797,Kaffe stor,ambient,180,False,,low,low,Max gap 17 days rules out fresh items.
780932,Sandwich,dry,90,False,,low,low,Vague item classified conservatively.
780934,"Coca Cola (0,33 l)",ambient,365,False,,low,high,Non-perishable beverages.
781079,Latte,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781080,Capp,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781081,Flat White,dry,90,False,,low,low,Vague item classified conservatively.
781082,DB. Espresso,ambient,180,False,,low,low,Max gap 14 days rules out fresh items.
781083,Americano,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781084,Cortado,dry,90,False,,low,low,Vague item classified conservatively.
781085,Varm Choko,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781086,Choko Latte,dry,90,False,,low,low,Vague item classified conservatively.
781087,Mint Latte,dry,90,False,,low,low,Vague item classified conservatively.
781088,The,dry,90,False,,low,low,Vague item classified conservatively.
781089,Varm Matcha,frozen,30,True,180,medium,low,"Gap avg 4 days, frozen recommended."
781090,Chai,dry,90,False,,low,low,Vague item classified conservatively.
781091,1.Diverse Mad,dry,90,False,,low,low,Vague item classified conservatively.
781092,2. Diverese Drikke,dry,90,False,,low,low,Vague item classified conservatively.
781093,Juice (50),refrigerated,21,True,180,medium,medium,"Fresh juice, refrigerated preferred."
781094,Juice (55),refrigerated,21,True,180,medium,medium,"Fresh juice, refrigerated preferred."
781095,Shakes,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781096,Protein Drik,dry,90,False,,low,low,Vague item classified conservatively.
781097,Matchasmoo,dry,90,False,,low,low,Vague item classified conservatively.
781098,Iskaffe,dry,90,False,,low,low,Vague item classified conservatively.
781099,De'lux,dry,90,False,,low,low,Vague item classified conservatively.
781100,Shot (25),ambient,365,False,,low,high,Alcohol has very long shelf life.
781101,Soda,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781102,Kilde,dry,90,False,,low,low,Vague item classified conservatively.
781103,Mealshake,ambient,180,False,,low,low,Max gap 17 days rules out fresh items.
781104,Brunchtall,dry,90,False,,low,low,Vague item classified conservatively.
781105,Frokosttall,dry,90,False,,low,low,Vague item classified conservatively.
781106,BMO,ambient,180,False,,low,low,Max gap 23 days rules out fresh items.
781107,Grød,dry,90,False,,low,low,Vague item classified conservatively.
781108,Bowle,dry,90,False,,low,low,Vague item classified conservatively.
781109,Skyr,frozen,30,True,180,medium,low,"Gap avg 4 days, frozen recommended."
781110,Lux Toast,ambient,180,False,,low,low,Max gap 14 days rules out fresh items.
781111,Panini (70),refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781112,Panini (75),refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781113,Salat,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781114,Suppe,dry,90,False,,low,low,Vague item classified conservatively.
781115,Keto,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781116,Nachos med,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781119,Nachos uden,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781120,Bagel med Cr,dry,90,False,,low,low,Vague item classified conservatively.
781121,Wrap,dry,90,False,,low,low,Vague item classified conservatively.
781122,Wrap 2-Go,dry,90,False,,low,low,Vague item classified conservatively.
781123,Tilkøb (5),ambient,180,False,,low,low,Max gap 15 days rules out fresh items.
781124,Tilkøb (10),dry,90,False,,low,low,Vague item classified conservatively.
781125,Tilkøb (7),dry,90,False,,low,low,Vague item classified conservatively.
781126,Pølsehorn,ambient,365,False,,low,high,Alcohol has very long shelf life.
781127,Wrap Barn,frozen,30,True,180,medium,low,"Gap avg 6 days, frozen recommended."
781128,Kage,dry,90,False,,low,low,Vague item classified conservatively.
781129,Cookies,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
781130,Croissant,dry,90,False,,low,low,Vague item classified conservatively.
781131,Muffins,dry,90,False,,low,low,Vague item classified conservatively.
781132,GF Muffin,frozen,30,True,180,medium,low,"Gap avg 3 days, frozen recommended."
783553,Dagens ret,dry,90,False,,low,low,Vague item classified conservatively.
784417,Menuer,dry,90,False,,low,low,Vague item classified conservatively.
784453,Ekstra ost,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
784466,Ekstra bacon,dry,90,False,,low,low,Vague item classified conservatively.
784980,Kebab mix,ambient,180,False,,low,low,Max gap 17 days rules out fresh items.
786266,Hj. Pita kebab menu,dry,90,False,,low,low,Vague item classified conservatively.
786278,Hj. Pita kylling menu,dry,90,False,,low,low,Vague item classified conservatively.
786293,Hj. Pita mix menu,dry,90,False,,low,low,Vague item classified conservatively.
786301,Hj. Pita falafel menu,ambient,180,False,,low,low,Max gap 16 days rules out fresh items.
786316,Hj. Pita tun menu,ambient,180,False,,low,low,Max gap 18 days rules out fresh items.
786324,Hj. Durum kebab menu,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
786332,Hj. Durum kylling menu,dry,90,False,,low,low,Vague item classified conservatively.
786346,Hj. Durum mix menu,frozen,30,True,180,medium,low,"Gap avg 4 days, frozen recommended."
786355,Hj. Durum felafel menu,frozen,30,True,180,medium,low,"Gap avg 5 days, frozen recommended."
786423,Hj. Durum tun menu,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
786442,Cheese Burger Menu,dry,90,False,,low,low,Vague item classified conservatively.
786517,Dobbel Big Burger Menu,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
786539,Dobbel Cheese Burger Menu,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
787318,Toast,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
787325,Burger Panini,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
787330,Panini,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
787336,2 cl spiritus,ambient,365,False,,low,high,Alcohol has very long shelf life.
787342,Dagens ret,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
787452,Hotdog,dry,90,False,,low,low,Vague item classified conservatively.
787456,Lille pommes frites,dry,90,False,,low,low,Vague item classified conservatively.
787463,Mellem pommes frites,dry,90,False,,low,low,Vague item classified conservatively.
787482,Stor pommes frites,dry,90,False,,low,low,Vague item classified conservatively.
787507,Suppe,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
788065,Pommerfrite,dry,90,False,,low,low,Vague item classified conservatively.
788070,Pølser Mix,ambient,365,False,,low,high,Alcohol has very long shelf life.
788078,Frankhotdog,dry,90,False,,low,low,Vague item classified conservatively.
788083,Øl,ambient,365,False,,low,high,Alcohol has very long shelf life.
788094,Sodavand,ambient,365,False,,low,high,Non-perishable beverages.
788108,Vand,ambient,365,False,,low,high,Non-perishable beverages.
788113,Kaffe/ Te (kop),dry,90,False,,low,low,Vague item classified conservatively.
788121,Kaffe (kande),dry,90,False,,low,low,Vague item classified conservatively.
788130,Chip (Dåse),dry,90,False,,low,low,Vague item classified conservatively.
788150,Chip (Pose),dry,90,False,,low,low,Vague item classified conservatively.
788166,Slikposer,frozen,30,True,180,medium,low,"Gap avg 3 days, frozen recommended."
788171,Muslibar,dry,90,False,,low,low,Vague item classified conservatively.
788182,Tyggegummi,dry,90,False,,low,low,Vague item classified conservatively.
788382,Farve variabel pris,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
788755,"Kødsauce, Spaghetti, Champignon og Hvidløg",dry,90,False,,low,low,Vague item classified conservatively.
789218,Unspecified,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
789472,Fiske tapas,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
790321,Unspecified,dry,90,False,,low,low,Vague item classified conservatively.
791346,Prøve kasse,dry,90,False,,low,low,Vague item classified conservatively.
791369,Skinke,dry,90,False,,low,low,Vague item classified conservatively.
791371,Ekstra,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
791443,Peperoni,dry,90,False,,low,low,Vague item classified conservatively.
791482,Hawaii,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
791498,Flamingo,frozen,30,True,180,medium,low,"Gap avg 7 days, frozen recommended."
791530,A.   Mira,ambient,365,False,,low,high,Alcohol has very long shelf life.
791594,Alloro,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
791967,Slice,dry,90,False,,low,low,Vague item classified conservatively.
792042,Slice med dressing,dry,90,False,,low,low,Vague item classified conservatively.
792096,Frokost Pizzas,dry,90,False,,low,low,Vague item classified conservatively.
793851,Udbringning,frozen,30,True,180,medium,low,"Gap avg 4 days, frozen recommended."
795403,Ekstra brød,frozen,30,True,180,medium,low,"Gap avg 6 days, frozen recommended."
795724,Drikke varer,dry,90,False,,low,low,Vague item classified conservatively.
796416,Spilmaskiner husk skriv på blok i spillekassen,dry,90,False,,low,low,Vague item classified conservatively.
796484,Vinmenu glas,dry,999,False,,low,high,"Empty glassware, non-perishable."
796491,Cosmopolitan,frozen,30,True,180,medium,low,"Gap avg 9 days, frozen recommended."
796493,Gin hass,dry,90,False,,low,low,Vague item classified conservatively.
796523,The,frozen,30,True,180,medium,low,"Gap avg 5 days, frozen recommended."
796635,Baileys 2cl,dry,90,False,,low,low,Vague item classified conservatively.
796648,Baileys,frozen,30,True,180,medium,low,"Gap avg 3 days, frozen recommended."
796658,Kontant,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
797482,Fad ol store,dry,90,False,,low,low,Vague item classified conservatively.
798401,Kande pilsner,ambient,180,False,,low,low,Max gap 15 days rules out fresh items.
798412,Kande classic,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
798446,Finbury gin m. 4 vand,ambient,365,False,,low,high,Non-perishable beverages.
798456,Fernet branca/menta,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
798486,Lucky shots,ambient,365,False,,low,high,Alcohol has very long shelf life.
798519,Vodka m. 4 vand,ambient,365,False,,low,high,Alcohol has very long shelf life.
798530,Rød Aalborg,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
798538,Sambuca,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
798557,Studie øl,ambient,365,False,,low,high,Alcohol has very long shelf life.
798605,Smagsbrædt,dry,999,False,,low,high,"Empty glassware, non-perishable."
799251,Finito,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
799279,Rulle kebab,frozen,30,True,180,medium,low,"Gap avg 4 days, frozen recommended."
799852,Mamma Mia,ambient,365,False,,low,high,Alcohol has very long shelf life.
799858,Klassic,dry,90,False,,low,low,Vague item classified conservatively.
802361,Kaffe,frozen,30,True,180,medium,low,"Gap avg 2 days, frozen recommended."
802379,Mayonnaise,dry,90,False,,low,low,Vague item classified conservatively.
802390,Ketchup,frozen,30,True,180,medium,low,"Gap avg 7 days, frozen recommended."
802396,Remoulade,ambient,180,False,,low,low,Max gap 24 days rules out fresh items.
802402,Humus,dry,90,False,,low,low,Vague item classified conservatively.
802413,Chiliolie,dry,90,False,,low,low,Vague item classified conservatively.
804312,Fest arg,frozen,30,True,180,medium,low,"Gap avg 5 days, frozen recommended."
805149,Pose,dry,90,False,,low,low,Vague item classified conservatively.
805188,1 stk ost,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
805202,Skive steg,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
805481,Sweet fries,dry,90,False,,low,low,Vague item classified conservatively.
805502,Regular fries,frozen,30,True,180,medium,low,"Gap avg 3 days, frozen recommended."
805553,Tango,dry,90,False,,low,low,Vague item classified conservatively.
805630,Add fries,dry,90,False,,low,low,Vague item classified conservatively.
805633,Harlem,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
805688,Kylling,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
805704,Paletti Fjerkrie,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
805722,Kliplev Special,frozen,30,True,180,medium,low,"Gap avg 14 days, frozen recommended."
805808,Unspecified,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
805878,Kliplev pizza,ambient,365,False,,low,high,Alcohol has very long shelf life.
805897,Supermix,ambient,365,False,,low,high,Alcohol has very long shelf life.
805953,Brun sovs,dry,90,False,,low,low,Vague item classified conservatively.
805962,Mama Mia,frozen,30,True,180,medium,low,"Gap avg 11 days, frozen recommended."
806039,A.  Gorgonzola pizza,dry,90,False,,low,low,Vague item classified conservatively.
806130,1 varmepose,dry,90,False,,low,low,Vague item classified conservatively.
806204,Fire For Sig,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
806264,Halv lille pommes,ambient,180,False,,low,low,Max gap 19 days rules out fresh items.
806281,Bedste Meatlover,ambient,365,False,,low,high,Alcohol has very long shelf life.
806313,Sonny,ambient,365,False,,low,high,Alcohol has very long shelf life.
806326,Fransk hotdog ristet m. Soda,dry,90,False,,low,low,Vague item classified conservatively.
806380,Bella,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
806453,Lille flæskesteg,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
806584,Kliplev Special 2,ambient,365,False,,low,high,Alcohol has very long shelf life.
806619,Mexico,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
806627,Taksas,dry,90,False,,low,low,Vague item classified conservatively.
806707,Luxux vegetar,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
806776,Salat pizza,dry,90,False,,low,low,Vague item classified conservatively.
806828,Tre For Sig,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
806969,Kylling Burger,dry,90,False,,low,low,Vague item classified conservatively.
806994,Cheese Burger,dry,90,False,,low,low,Vague item classified conservatively.
807010,Dobbelt Cheese Burger,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
807023,Bacon Cheese Burger,ambient,180,False,,low,low,Max gap 25 days rules out fresh items.
807094,Unspecified,dry,90,False,,low,low,Vague item classified conservatively.
807115,Dobbelt Bacon Cheese Burger,ambient,180,False,,low,low,Max gap 19 days rules out fresh items.
807120,Stor bøfsandwich,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
807140,Kebab sandwich,ambient,180,False,,low,low,Max gap 20 days rules out fresh items.
807153,Stor frikadelle sandwich,dry,90,False,,low,low,Vague item classified conservatively.
807161,Kylling sandwich,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
807292,Pita kebab,dry,90,False,,low,low,Vague item classified conservatively.
807304,Pita kylling,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
807319,Rulle kylling,ambient,180,False,,low,low,Max gap 20 days rules out fresh items.
807493,Dåse sodavand,ambient,365,False,,low,high,Non-perishable beverages.
807513,Medium sodavand,ambient,365,False,,low,high,Non-perishable beverages.
807524,Store sodavand,ambient,365,False,,low,high,Non-perishable beverages.
807558,Medium cocio,refrigerated,21,True,180,medium,medium,"Fresh juice, refrigerated preferred."
807575,Store Cocio,refrigerated,21,True,180,medium,medium,"Fresh juice, refrigerated preferred."
807601,Ristet rugbrød m. Smør og syltetøj,ambient,180,False,,low,low,Max gap 14 days rules out fresh items.
807670,Diverse pose,dry,90,False,,low,low,Vague item classified conservatively.
807855,1/2 kylling,dry,90,False,,low,low,Vague item classified conservatively.
807889,Mexicansk 1/2 Kylling,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
807905,Grillrt pølse 200g,ambient,365,False,,low,high,Alcohol has very long shelf life.
807929,Fiskefilet 2 stk,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
807943,Skinkeschnitzel 1 stk,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
807965,Kylling Nuggets 10 stk,frozen,30,True,180,medium,low,"Gap avg 14 days, frozen recommended."
807999,Brown Ale,dry,90,False,,low,low,Vague item classified conservatively.
808008,IPA,ambient,365,False,,low,high,Alcohol has very long shelf life.
808015,Store Kebab Mix,frozen,30,True,180,medium,low,"Gap avg 5 days, frozen recommended."
808045,Appelsin juice,refrigerated,21,True,180,medium,medium,"Fresh juice, refrigerated preferred."
808115,Pølse Mix,ambient,365,False,,low,high,Alcohol has very long shelf life.
808135,Lille pommes frites,ambient,180,False,,low,low,Max gap 19 days rules out fresh items.
808141,Store pommes frites,dry,90,False,,low,low,Vague item classified conservatively.
808212,Meat Lover,ambient,365,False,,low,high,Alcohol has very long shelf life.
808215,St vand,ambient,365,False,,low,high,Non-perishable beverages.
808216,Mix pizza,ambient,365,False,,low,high,Alcohol has very long shelf life.
808260,Marco Polo,ambient,180,False,,low,low,Max gap 30 days rules out fresh items.
808279,New York,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808307,Kebab pizza,ambient,180,False,,low,low,Max gap 18 days rules out fresh items.
808326,St pom,dry,90,False,,low,low,Vague item classified conservatively.
808333,Cowboy,ambient,180,False,,low,low,Max gap 24 days rules out fresh items.
808368,A.  Mozzarella pizza,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808440,Milano,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808484,Kliplev indbagt,ambient,180,False,,low,low,Max gap 20 days rules out fresh items.
808518,St pølsemix,ambient,365,False,,low,high,Alcohol has very long shelf life.
808520,Genova,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808536,Massa,ambient,180,False,,low,low,Max gap 21 days rules out fresh items.
808549,Calzone,frozen,30,True,180,medium,low,"Gap avg 10 days, frozen recommended."
808567,Venedig,ambient,180,False,,low,low,Max gap 22 days rules out fresh items.
808582,Nola,ambient,180,False,,low,low,Max gap 20 days rules out fresh items.
808603,Åben indbagt,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808778,Genova,ambient,180,False,,low,low,Max gap 14 days rules out fresh items.
808799,Mass,frozen,30,True,180,medium,low,"Gap avg 13 days, frozen recommended."
808820,Calzone,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808853,Venedig,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808879,Nola,ambient,180,False,,low,low,Max gap 14 days rules out fresh items.
808954,Mozzarella Og Basilikum,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808955,Mozzarella Og Skinke,dry,90,False,,low,low,Vague item classified conservatively.
808956,Skinke Og Champignon,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808957,Skinke Og Ananas,dry,90,False,,low,low,Vague item classified conservatively.
808958,Pepperoni,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808959,Skinke Og Pepperoni,dry,90,False,,low,low,Vague item classified conservatively.
808960,"Skinke, Pepperoni, Oliven Chili Og Hvidløg",dry,90,False,,low,low,Vague item classified conservatively.
808961,"Skinke, Pepperoni, Bacon Og æg",dry,90,False,,low,low,Vague item classified conservatively.
808962,Pepperoni Og Bacon,dry,90,False,,low,low,Vague item classified conservatively.
808963,Kødsauce Og Løg,dry,90,False,,low,low,Vague item classified conservatively.
808964,Salat pizza med Shawarma,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808965,Salat pizza med kylling,dry,90,False,,low,low,Vague item classified conservatively.
808966,"Shawarma, Kylling, Pepperoni, Bearnaise Dressing Og Chili",refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808967,"Shawarma, Kylling, Paprika, Jalapenos. Chili Og Hvidløg",dry,90,False,,low,low,Vague item classified conservatively.
808969,"Gorgonzola, Artiskok Og Lufttørret Skinke",dry,90,False,,low,low,Vague item classified conservatively.
808970,"Gorgonzola, Kødstrimler, Champignon Og Jalapenos",dry,90,False,,low,low,Vague item classified conservatively.
808971,"Kødstrimler, Champignon, Paprika Og Oliven",dry,90,False,,low,low,Vague item classified conservatively.
808972,"Tun, løg og oliven",dry,90,False,,low,low,Vague item classified conservatively.
808973,"Inbagt pizza med Skinke, Champignon",dry,90,False,,low,low,Vague item classified conservatively.
808974,Lufttørret Skinke,ambient,365,False,,low,high,Non-perishable beverages.
808975,Italiensk Salami,ambient,365,False,,low,high,Non-perishable beverages.
808976,Bresaola,ambient,365,False,,low,high,Non-perishable beverages.
808977,Pastrami,ambient,365,False,,low,high,Non-perishable beverages.
808978,Chorizo,ambient,365,False,,low,high,Non-perishable beverages.
808979,"Kartofler, Kylling, Rosmarin Og Pesto",dry,90,False,,low,low,Vague item classified conservatively.
808980,"Chorizo, Jalapenos, Rucola, Pesto Og Parmesan",ambient,365,False,,low,high,Non-perishable beverages.
808981,Italiensk Salami Og Parmesan,dry,90,False,,low,low,Vague item classified conservatively.
808982,"Spinat, salsiccia og parmesan",dry,90,False,,low,low,Vague item classified conservatively.
808983,"Kartofler, Bacon Og Rosmarin",dry,90,False,,low,low,Vague item classified conservatively.
808984,"Bacon, æg, Parmesan Og Sort Peber",frozen,30,True,180,medium,low,"Gap avg 4 days, frozen recommended."
808985,"Kartofler, Oliven, Lufttørret Skinke, Trøffelsauce Og Parmesan",dry,90,False,,low,low,Vague item classified conservatively.
808986,"Italiensk Salami, Rucola, Cherry Tomater, Trøffelsauce Og Parmesan",ambient,365,False,,low,high,Non-perishable beverages.
808987,"Champignon, Blandet Svampe Og Trøffelsauce",dry,90,False,,low,low,Vague item classified conservatively.
808988,"Bøffel Mozzarella, Cherry Tomat, Pesto Og Basilikum",dry,90,False,,low,low,Vague item classified conservatively.
808989,"Gorgonzola, Bøffel Mozzarella Og Parmesan",dry,90,False,,low,low,Vague item classified conservatively.
808990,"Artiskok, Rucola, Trøffelsauce Og Parmesan",ambient,365,False,,low,high,Non-perishable beverages.
808991,"Kartofler, Spinat, Rosmarin Og Parmesan",frozen,30,True,180,medium,low,"Gap avg 2 days, frozen recommended."
808992,"Squash, Artiskok, Paprika Og Oliven",dry,90,False,,low,low,Vague item classified conservatively.
808994,Vegetar Sandwich,dry,90,False,,low,low,Vague item classified conservatively.
808995,Kylling Sandwich,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808996,Shawarma Sandwich,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808997,Kylling og Bacon Sandwich,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
808998,Lufttørret Skinke Sandwich,ambient,180,False,,low,low,Max gap 14 days rules out fresh items.
808999,Bresaola Sandwich,dry,90,False,,low,low,Vague item classified conservatively.
809000,Tun Sandwich,ambient,180,False,,low,low,Max gap 14 days rules out fresh items.
809001,Kødstrimler Sandwich,dry,90,False,,low,low,Vague item classified conservatively.
809002,Skinke og Ost Sandwich,dry,90,False,,low,low,Vague item classified conservatively.
809003,Kalkun og Ost Sandwich,dry,90,False,,low,low,Vague item classified conservatively.
809004,Pastrami Sandwich,dry,90,False,,low,low,Vague item classified conservatively.
809005,Salami Sandwich,dry,90,False,,low,low,Vague item classified conservatively.
809007,Carbonara,dry,90,False,,low,low,Vague item classified conservatively.
809008,Bolognese,dry,90,False,,low,low,Vague item classified conservatively.
809009,Penne Al Filetto,dry,90,False,,low,low,Vague item classified conservatively.
809010,Penne Al Pollo,dry,90,False,,low,low,Vague item classified conservatively.
809011,Lasagne,dry,90,False,,low,low,Vague item classified conservatively.
809012,Bøffel Mozzarella Salat,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
809013,Kylling Salat,dry,90,False,,low,low,Vague item classified conservatively.
809014,Kylling og Bacon Salat,dry,90,False,,low,low,Vague item classified conservatively.
809016,Græsk Salat,ambient,180,False,,low,low,Max gap 15 days rules out fresh items.
809017,Pasta Salat med kylling og bacon,frozen,30,True,180,medium,low,"Gap avg 4 days, frozen recommended."
809018,Durum med Shawarma,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
809019,Durum med Kylling,dry,90,False,,low,low,Vague item classified conservatively.
809020,Kildevand,ambient,365,False,,low,high,Non-perishable beverages.
809021,"San Pellegrino 0,5 L",ambient,365,False,,low,high,Non-perishable beverages.
809022,"Sodavand 0,33 L",ambient,365,False,,low,high,Non-perishable beverages.
809023,"Italiensk sodavand 0,33 L",ambient,365,False,,low,high,Non-perishable beverages.
809024,"Sodavand 1,5 L",ambient,365,False,,low,high,Non-perishable beverages.
809026,"Ice tea 0,5 L",frozen,30,True,180,medium,low,"Gap avg 2 days, frozen recommended."
809027,Øl,ambient,365,False,,low,high,Alcohol has very long shelf life.
809028,Peroni Nastro Azzurro,frozen,30,True,180,medium,low,"Gap avg 4 days, frozen recommended."
809029,Creme Fraiche,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
809030,Hjemmelavet Dressing,frozen,30,True,180,medium,low,"Gap avg 11 days, frozen recommended."
809031,Hvidløgsolie,ambient,180,False,,low,low,Max gap 30 days rules out fresh items.
809032,Pesto,ambient,180,False,,low,low,Max gap 15 days rules out fresh items.
809033,Chili Sauce,dry,90,False,,low,low,Vague item classified conservatively.
809082,Blandet salat,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
809546,Byg Selv Bagel,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
809636,Nyt Vinyl,ambient,365,False,,low,high,Alcohol has very long shelf life.
809650,Brugt Vinyl,ambient,365,False,,low,high,Alcohol has very long shelf life.
809663,Merch,dry,90,False,,low,low,Vague item classified conservatively.
809672,Gram Mm,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
809677,Bøger,dry,90,False,,low,low,Vague item classified conservatively.
809702,Øl,ambient,365,False,,low,high,Alcohol has very long shelf life.
809708,Vin,ambient,365,False,,low,high,Alcohol has very long shelf life.
809718,Kaffe,frozen,30,True,180,medium,low,"Gap avg 3 days, frozen recommended."
809731,Vand/Sodavand,ambient,365,False,,low,high,Non-perishable beverages.
809736,Drikkelse,ambient,180,False,,low,low,Max gap 17 days rules out fresh items.
809745,Poser,frozen,30,True,180,medium,low,"Gap avg 1 days, frozen recommended."
809764,Tuborg 6pack,dry,90,False,,low,low,Vague item classified conservatively.
809780,Gron king 382,dry,90,False,,low,low,Vague item classified conservatively.
809793,Chokolade ritter sport,frozen,30,True,180,medium,low,"Gap avg 2 days, frozen recommended."
809804,Chokolade corny,ambient,180,False,,low,low,Max gap 30 days rules out fresh items.
809813,Yankie bar,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
810361,1/2 med st pom,ambient,180,False,,low,low,Max gap 20 days rules out fresh items.
810428,Lille pølsemix,ambient,365,False,,low,high,Alcohol has very long shelf life.
810483,Søndags Shots,ambient,365,False,,low,high,Alcohol has very long shelf life.
811688,Pepperoni,ambient,180,False,,low,low,Max gap 16 days rules out fresh items.
811742,Hawaii,frozen,30,True,180,medium,low,"Gap avg 7 days, frozen recommended."
811750,Flamingo,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
811766,Allora,dry,90,False,,low,low,Vague item classified conservatively.
811865,Kylling,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
811923,Kim,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
811937,Kliplev pizza,frozen,30,True,180,medium,low,"Gap avg 9 days, frozen recommended."
811953,Supermix,refrigerated,3,True,90,high,low,Daily demand allows fresh perishable.
812928,Energidrik,ambient,180,False,,low,low,Max gap 33 days rules out fresh items.
813038,Pasta tigerrejer,ambient,180,False,,low,low,Max gap 29 days rules out fresh items.
813091,Chips,dry,90,False,,low,low,Vague item classified conservatively.
813113,Underberg,ambient,365,False,,low,high,Alcohol has very long shelf life.
813233,Drink,ambient,180,False,,low,low,Max gap 14 days rules out fresh items.
813250,Dobbelt Drink,dry,90,False,,low,low,Vague item classified conservatively.
